epoch,acc,loss,lr,val_acc,val_loss
0,0.5030674905133393,2.5154659470166165,0.001,0.2068965545502202,14.089664327687231
1,0.6319018459758876,2.2279790588683146,0.001,0.17241379721411343,11.205822582902579
2,0.6134969386403546,2.1177468285238814,0.001,0.2068965545502202,13.94548879820725
3,0.7177914114086175,1.8682668428479527,0.001,0.17241379721411343,13.350397932118383
4,0.6871165629544872,1.8309596089497666,0.001,0.17241379721411343,14.334247260258115
5,0.7484662574858754,1.613869307231318,0.001,0.17241379721411343,14.260450987980283
6,0.7730061291185625,1.5472295781586067,0.001,0.20689655634863624,13.637804327339962
7,0.7300613474992156,1.499288281780079,0.001,0.17241379721411343,14.138559012577451
8,0.8159509100065641,1.3272865506037612,0.001,0.17241379721411343,14.090876250431455
9,0.7852760754479953,1.3071808251866535,0.001,0.17241379721411343,14.046854643986142
10,0.8282208563359968,1.1707509997432217,0.0003162278,0.17241379721411343,14.032674460575498
11,0.8834355769713232,1.0387175445176342,0.0003162278,0.2758620746176818,11.667643218204892
12,0.8834355751429599,1.0088265022617176,0.0003162278,0.17241379721411343,11.563345021214978
13,0.9263803578593248,0.8859953818145705,0.0003162278,0.34482759545589314,3.799149217276738
14,0.9202453943849341,0.8940978478068954,0.0003162278,0.4137931178356039,2.288468101928974
15,0.9877300584243119,0.7808002281042695,0.0003162278,0.37931034739675196,3.550663709640503
16,0.9815950876364679,0.7704325665725521,0.0003162278,0.4137931085866073,3.609466001905244
17,0.9631901771012991,0.7337787553576604,0.0003162278,0.5517241451246985,2.3315806471068283
18,0.944785275707947,0.7934490522723988,0.0003162278,0.3103448337522046,3.510073283623005
19,0.950920241010701,0.7465302381047442,0.0003162278,0.3103448337522046,6.218712296979181
20,0.9570552136269084,0.7802319855777764,0.0003162278,0.5862068914133927,1.5993826307099441
21,0.9570552099701817,0.7436757321738027,0.0003162278,0.5172413875316751,1.748091122199749
22,0.8895705477591672,0.8480008120185758,0.0003162278,0.34482758338081426,2.8145713559512435
23,0.9631901807580258,0.7059484003511675,0.0003162278,0.31034482912770633,3.196989322530812
24,0.9754601168486238,0.6443499882528387,0.0003162278,0.4482758754286273,2.961430582506903
25,0.9938650310405193,0.5993982897214363,0.0003162278,0.37931035202125024,1.8968890206567173
26,0.9325153286471689,0.7613727432087155,0.0003162278,0.5862069119667185,1.524794257920364
27,0.9325153304755323,0.7300778810231964,0.0003162278,0.2758620699931835,9.198140506086679
28,0.9631901752729357,0.6518594205745158,0.0003162278,0.2068965545502202,12.206881227164432
29,0.9815950876364679,0.6345879896286807,0.0003162278,0.2413793111155773,11.470700592830264
30,0.9754601205053505,0.6030369123066861,0.0003162278,0.2413793111155773,11.40664294670368
31,0.9754601223337138,0.5845851605655226,0.0003162278,0.2068965545502202,13.278765546864477
32,0.9754601205053505,0.5875580625300028,0.0003162278,0.2068965545502202,12.80090910812904
33,0.957055211798545,0.6774969375206649,0.0003162278,0.37931035715958167,3.03364451178189
34,0.9877300602526753,0.5337194350599511,0.0003162278,0.5862069109390522,1.6306458218344326
35,0.9877300602526753,0.5596736234389931,0.000100000005,0.8275862068965517,0.8389425339369938
36,1.0,0.5294897512424211,0.000100000005,0.8275862068965517,1.0022623703397553
