epoch,acc,loss,lr,val_acc,val_loss
0,0.4846625840005699,2.055986209881086,0.001,0.7586206937658375,14.610784760836896
1,0.22699387161278287,1.9511711842443313,0.001,0.0689655182690456,7.51894579262569
2,0.2883435671497708,1.900216217786988,0.001,0.2068965548071368,2.453959164948299
3,0.25766871595309554,1.7861141222386272,0.001,0.24137931342782645,4.57915186882019
4,0.24539877803413415,1.744611404424796,0.001,0.24137931342782645,1.8905623822376645
5,0.23312883654986422,1.684518226085265,0.001,0.4137931178356039,3.0250460854892074
6,0.2638036872894486,1.710828903993946,0.001,0.7931034400545317,1.9571412842849205
7,0.20858896062052323,1.6180993055273418,0.001,0.7586206937658375,3.1417258936783363
8,0.25766871595309554,1.595501862786299,0.001,0.7586206937658375,1.8064624564401035
9,0.2576687177814589,1.5450540994939628,0.001,0.7586206937658375,9.009590971058813
10,0.2331288382868094,1.5073695411345711,0.001,0.7586206937658375,7.866655579928694
11,0.23926380816047177,1.475104293757421,0.001,0.6551724343464292,1.9071352070775525
12,0.1901840542905901,1.4509883906943666,0.001,0.2068965545502202,1.7761963071494267
13,0.26993865634034747,1.499020974328913,0.001,0.7586206937658375,6.433934014419029
14,0.2638036850039944,1.4443769396448427,0.001,0.0,9.655270148967874
15,0.22085890055068433,1.4390733721066107,0.001,0.0,3.313389934342483
16,0.23926381090301677,1.4187559167300265,0.001,0.0,4.314525744010663
17,0.23926380816047177,1.4172922489833246,0.001,0.7586206937658375,4.119972492086476
18,0.22085890183053866,1.3931584709261093,0.001,0.7586206937658375,3.484219633299729
19,0.2638036869237759,1.3614917212834388,0.0003162278,0.0,2.919029186511862
20,0.1901840534678266,1.3688943254435721,0.0003162278,0.7586206937658375,2.5669376069101792
