epoch,acc,loss,lr,val_acc,val_loss
0,0.344600544348,6.34537179807,0.001,0.3385,3.48601610374
1,0.421789945565,2.68768783651,0.001,0.3901,2.76530477753
2,0.482608869677,2.09708580588,0.001,0.5206,1.79937672615
3,0.551593019533,1.70825435594,0.001,0.5034,2.70733037453
4,0.593760006404,1.54653823891,0.001,0.5761,1.60932112484
5,0.623799231508,1.43526448251,0.001,0.6587,1.30711175575
6,0.650376240794,1.34600876598,0.001,0.6493,1.34293845272
7,0.671709894332,1.25755003115,0.001,0.6403,1.4764052372
8,0.687860230548,1.20299440296,0.001,0.6581,1.28551277905
9,0.705231348063,1.14457168947,0.001,0.7289,1.06403366718
10,0.716038264489,1.09635722843,0.001,0.7073,1.11516044426
11,0.725224143452,1.06873749681,0.001,0.706,1.11535923634
12,0.736911623439,1.03781100534,0.001,0.7206,1.10034242954
13,0.742655299392,1.01768167323,0.001,0.7478,1.00523261204
14,0.749799871918,0.998880806658,0.001,0.7264,1.07557898197
15,0.754963176433,0.981643908439,0.001,0.7452,1.02136036825
16,0.759946365674,0.964613545181,0.001,0.7537,0.991591862965
17,0.766050272174,0.953964581369,0.001,0.7561,0.990196889877
18,0.767451168748,0.945373087826,0.001,0.7676,0.955402479744
19,0.773615113673,0.9309180899,0.001,0.7803,0.915770450592
20,0.776917227025,0.920724257478,0.001,0.77,0.956083876896
21,0.780619596542,0.912938282423,0.001,0.7386,1.04343017044
22,0.784422030099,0.901346627104,0.001,0.7334,1.07337763042
23,0.787564040986,0.893582045173,0.001,0.7849,0.895147758102
24,0.788904899135,0.885847488371,0.001,0.7525,1.02419695244
25,0.793788024336,0.877229221463,0.001,0.7818,0.903136371517
26,0.794948767211,0.871293048627,0.001,0.7804,0.934577166843
27,0.7990714057,0.860228371819,0.001,0.789,0.895611060333
28,0.800812520013,0.855936794318,0.001,0.7667,0.958540626335
29,0.800752481588,0.850654691563,0.001,0.7747,0.94555064106
30,0.841178354147,0.720965716059,0.000316228,0.8246,0.752351759338
31,0.851705091258,0.674187140132,0.000316228,0.8345,0.717611101484
32,0.853426192763,0.655372957885,0.000316228,0.8413,0.703503196239
33,0.858869676593,0.636396698136,0.000316228,0.8378,0.711966474915
34,0.861991674672,0.62021543296,0.000316228,0.8145,0.781319382191
35,0.864273134806,0.610739036149,0.000316228,0.8304,0.717824041224
36,0.86789545309,0.596026300449,0.000316228,0.8432,0.677746461964
37,0.866634646174,0.594002364281,0.000316228,0.8446,0.669708763933
38,0.870797310279,0.579787494966,0.000316228,0.8396,0.693162466335
39,0.870056836375,0.574473949415,0.000316228,0.8382,0.68827135787
40,0.874459654179,0.562834725562,0.000316228,0.8451,0.664532687902
41,0.875500320205,0.556863425235,0.000316228,0.8295,0.709319907236
42,0.876360870957,0.549453851087,0.000316228,0.8432,0.661817948723
43,0.876821165546,0.547386579242,0.000316228,0.8483,0.663636038351
44,0.87666106308,0.545567395517,0.000316228,0.8438,0.671040867376
45,0.880243355748,0.539435516918,0.000316228,0.8415,0.674153022575
46,0.880263368556,0.535219617267,0.000316228,0.8453,0.659254087162
47,0.880703650336,0.531885052735,0.000316228,0.8392,0.677504666948
48,0.880583573487,0.5299457212,0.000316228,0.8421,0.685699106979
49,0.882782490397,0.522497333539,0.000316228,0.8438,0.671888401604
50,0.884669282511,0.517263687274,0.000316228,0.8444,0.660319378519
51,0.885266570605,0.511503716004,0.000316228,0.8511,0.640058236599
52,0.886487351905,0.510040674756,0.000316228,0.8114,0.774689513111
53,0.888328530259,0.505627744098,0.000316228,0.8414,0.683330358171
54,0.887227825809,0.507707030659,0.000316228,0.8442,0.671965109825
55,0.889028978546,0.50509343266,0.000316228,0.826,0.709548565674
56,0.888028338136,0.504449909023,0.000316228,0.8307,0.708517175817
57,0.888868876081,0.498636178584,0.000316228,0.8487,0.660158502746
58,0.908681556196,0.438954493803,0.0001,0.8614,0.601927423668
59,0.913984950368,0.421910875106,0.0001,0.8658,0.600458749509
60,0.916606628242,0.412231418134,0.0001,0.864,0.60142996521
61,0.920569164265,0.395852845505,0.0001,0.8635,0.611274385691
62,0.920208933718,0.395659535179,0.0001,0.8634,0.600107247996
63,0.921409702209,0.392257974683,0.0001,0.8674,0.598248705482
64,0.923651136728,0.387313258684,0.0001,0.8621,0.612677379465
65,0.925692443164,0.379964782666,0.0001,0.8626,0.614609465742
66,0.925776248399,0.378078668461,0.0001,0.8616,0.612996361828
